t,pwm
1.328 , 17646.77
1.329 , 17778.04
1.331 , 17729.25
1.332 , 17710.45
1.334 , 17541.19
1.335 , 17642.22
1.336 , 17834.04
1.338 , 17635.25
1.339 , 17616.45
1.341 , 17567.57
1.342 , 17548.67
1.343 , 17529.77
1.345 , 17480.74
1.346 , 17612.25
1.348 , 17413.15
1.349 , 17544.56
1.351 , 17495.88
1.352 , 17537.39
1.353 , 17518.89
1.355 , 17470.26
1.356 , 17602.17
1.358 , 17553.99
1.359 , 17535.79
1.361 , 17337.0
1.362 , 17318.2
1.363 , 17299.39
1.365 , 17250.46
1.366 , 17231.56
1.368 , 17333.09
1.369 , 17314.59
1.37 , 17356.26
1.372 , 17307.88
1.373 , 17289.47
1.375 , 17240.95
1.376 , 17222.45
1.378 , 17173.86
1.379 , 17155.26
1.38 , 17136.66
1.382 , 17148.15
1.383 , 17129.65
1.385 , 17081.06
1.386 , 17062.46
1.387 , 17194.37
1.389 , 16995.68
1.39 , 16976.98
1.392 , 17078.66
1.393 , 16909.85
1.395 , 17071.64
1.396 , 16993.28
1.398 , 17004.96
1.399 , 16926.49
1.4 , 16968.16
1.402 , 16859.56
1.403 , 16901.13
1.405 , 17003.16
1.406 , 16834.65
1.407 , 16936.57
1.409 , 16918.47
1.41 , 16900.37
1.412 , 16701.63
1.413 , 16833.44
1.415 , 16845.37
1.416 , 16947.65
1.417 , 16779.44
1.419 , 16701.03
1.42 , 16682.63
1.422 , 16694.36
1.423 , 16796.44
1.425 , 16628.08
1.426 , 16730.06
1.427 , 16501.33
1.429 , 16753.57
1.43 , 16645.43
1.432 , 16597.24
1.433 , 16579.04
1.434 , 16530.76
1.436 , 16602.8
1.437 , 16554.67
1.439 , 16446.23
1.44 , 16578.34
1.441 , 16470.19
1.443 , 16512.16
1.444 , 16464.07
1.446 , 16445.97
1.447 , 16397.75
1.448 , 16379.55
1.45 , 16331.26
1.452 , 16312.96
1.453 , 16294.66
1.455 , 16246.28
1.456 , 16438.6
1.458 , 16390.77
1.459 , 16312.76
1.46 , 16324.89
1.462 , 16306.99
1.464 , 16409.47
1.465 , 16241.46
1.467 , 16343.88
1.468 , 16326.28
1.47 , 16128.09
1.471 , 16260.4
1.472 , 16302.87
1.474 , 16195.07
1.475 , 16026.76
1.477 , 16128.89
1.479 , 16171.16
1.48 , 16063.21
1.482 , 16045.21
1.483 , 16027.21
1.485 , 15828.57
1.486 , 15960.48
1.488 , 15912.29
1.489 , 15954.26
1.491 , 15906.18
1.492 , 15888.08
1.494 , 15960.27
1.495 , 15761.88
1.497 , 15984.29
1.498 , 15876.39
1.5 , 15918.66
1.501 , 15810.66
1.503 , 15762.58
1.504 , 15894.99
1.506 , 15817.17
1.507 , 15829.5
1.509 , 15751.59
1.51 , 15763.77
1.512 , 15745.97
1.513 , 15848.55
1.515 , 15680.69
1.516 , 15813.25
1.518 , 15765.77
1.519 , 15808.48
1.521 , 15700.84
1.522 , 15683.24
1.524 , 15635.56
1.525 , 15617.86
1.535 , 15509.86
1.536 , 15521.99
1.538 , 15624.47
1.539 , 15606.97
1.541 , 15559.34
1.542 , 15632.08
1.544 , 15494.36
1.545 , 15567.0
1.547 , 15429.13
1.548 , 15501.67
1.55 , 15454.09
1.552 , 15556.87
1.553 , 15389.2
1.555 , 15491.88
1.556 , 15444.45
1.558 , 15427.05
1.559 , 15409.65
1.561 , 15452.47
1.562 , 15344.97
1.564 , 15387.68
1.565 , 15430.6
1.567 , 15383.37
1.568 , 15305.95
1.57 , 15318.68
1.571 , 15301.38
1.573 , 15374.38
1.574 , 15237.0
1.576 , 15309.85
1.577 , 15292.75
1.579 , 15245.57
1.58 , 15228.37
1.582 , 15211.17
1.583 , 15254.13
1.585 , 15026.46
1.586 , 15099.05
1.588 , 15292.38
1.589 , 15034.87
1.591 , 15107.67
1.592 , 15210.89
1.594 , 15043.54
1.595 , 15146.66
1.597 , 15099.68
1.598 , 15172.97
1.6 , 15035.89
1.601 , 15109.09
1.603 , 14971.87
1.604 , 15044.96
1.606 , 14997.98
1.608 , 15101.36
1.609 , 14934.29
1.611 , 15037.58
1.612 , 15050.96
1.614 , 15034.36
1.615 , 15017.76
1.617 , 14910.86
1.618 , 15044.47
1.619 , 14997.99
1.621 , 14981.49
1.623 , 14844.56
1.624 , 14917.96
1.626 , 14871.28
1.627 , 14975.0
1.629 , 14928.57
1.63 , 14791.75
1.632 , 14744.86
1.633 , 14848.39
1.635 , 14922.18
1.636 , 14875.9
1.638 , 14769.3
1.639 , 14933.25
1.641 , 14917.25
1.642 , 14871.17
1.644 , 14734.69
1.645 , 14838.57
1.647 , 14792.38
1.648 , 14776.18
1.65 , 14729.85
1.651 , 14773.77
1.653 , 14667.37
1.654 , 14711.18
1.656 , 14604.69
1.657 , 14648.4
1.659 , 14601.97
1.66 , 14736.08
1.662 , 14690.1
1.663 , 14674.1
1.665 , 14627.97
1.666 , 14672.04
1.668 , 14656.13
1.67 , 14610.15
1.671 , 14684.45
1.673 , 14488.2
1.674 , 14622.36
1.676 , 14486.14
1.677 , 14469.94
1.679 , 14513.95
1.68 , 14497.95
1.682 , 14572.29
1.683 , 14556.59
1.685 , 14570.98
1.686 , 14495.16
1.688 , 14539.58
1.689 , 14644.36
1.691 , 14629.16
1.692 , 14583.87
1.694 , 14568.57
1.695 , 14733.87
1.697 , 14719.17
1.698 , 14523.87
1.7 , 14508.57
1.701 , 14643.78
1.703 , 14598.9
1.705 , 14403.36
1.706 , 14598.58
1.708 , 14553.7
1.709 , 14478.59
1.711 , 14523.7
1.712 , 14478.67
1.714 , 14463.67
1.715 , 14508.88
1.717 , 14403.79
1.718 , 14448.9
1.72 , 14434.0
1.721 , 14419.1
1.723 , 14374.07
1.724 , 14539.66
1.726 , 14434.97
1.727 , 14299.89
1.729 , 14435.3
1.73 , 14360.48
1.732 , 14315.55
1.733 , 14360.87
1.735 , 14466.59
